CLIENTE;DATA_FINANCIAMENTO;TARGET_M3OVER30;IDADE;ESTADO;RENDA;LIMITE_CARTAO;VALOR_FINANC_VEICULOS_ATUAL;SCORE_MERCADO;VALOR_VEICULO;ANO_VEICULO
268;2021-12;1;32.0;SP;12734.288819510724;3358.0089837088103;0.0;589.5816670314829;43967,02;2020.0
269;2021-10;1;35.0;RJ;3100.0;25497.310768873846;18774.29259061332;980.9380473470374;32964,42;2021.0
270;2021-12;0;68.0;SC;12579.602333870804;16661.36417451813;0.0;930.0;44508,94;2020.0
271;2021-11;0;34.0;PR;11811.343249697442;8958.545297348985;0.0;860.5272883187382;39811,29;2021.0
272;2021-12;0;34.0;CE;7354.377258375938;6710.0;0.0;911.2569661230709;43287,25;2020.0
273;2021-11;1;34.0;RJ;10417.536453725454;4327.264512288991;0.0;657.5691450690382;39122,96;2021.0
274;2021-12;0;27.0;MG;11043.198510243536;3044.68;0.0;439.0;35688,39;2021.0
275;2021-11;0;46.0;SP;2950.0;9634.749103314622;0.0;856.1357636512932;42596,01;2021.0
276;2021-10;0;39.0;CE;3150.0;5352.737622004335;0.0;749.3255876230164;35803,50;2020.0
277;2021-12;0;50.0;SP;13331.043991784814;25356.942934326013;0.0;993.2720523273355;37702,33;2018.0
278;2021-10;1;27.0;RJ;5507.123129535337;5203.720037676852;0.0;743.0;39209,85;2020.0
279;2021-11;1;68.0;SC;1400.0;6711.075824438891;0.0;631.4629514630838;43496,13;2020.0
280;2021-10;1;65.0;PR;1200.0;0.0;0.0;860.7652222557049;29483,27;2020.0
281;2021-10;0;33.0;SC;5074.025091509606;3386.666600076895;26471.172639317105;804.0;45475,43;2021.0
282;2021-12;1;58.0;CE;3500.0;8956.647851050697;18121.960564902467;923.9999999999999;38065,82;2020.0
283;2021-10;0;62.0;MG;8000.0;51038.20819345339;139924.90663056803;846.0000000000001;46798,20;2021.0
284;2021-12;0;40.0;MG;5936.455989202208;2222.16;70025.5081572126;879.783908888124;46078,27;2021.0
2273;2021-11;1;33.0;SP;30814.07306617209;6714.256421318882;0.0;949.2278418587168;42060,28;2020.0
286;2021-10;0;41.0;RJ;3550.0;5694.824947902942;11308.381668764756;644.9999999999999;33308,65;2020.0
287;2021-11;0;28.0;SP;2800.0;3262.6874518004643;0.0;629.6849392719741;32729,68;2020.0
288;2021-12;0;20.0;PR;12814.744734923603;2274.012601117886;0.0;639.0;41827,28;2021.0
289;2021-11;1;50.0;PR;9183.631191216366;897.24;0.0;552.0;28146,38;2017.0
290;2021-10;0;24.0;SP;1100.0;11334.941966270684;0.0;922.2702500835069;33103,23;2020.0
291;2021-10;0;41.0;PR;1700.0;8303.86376824215;0.0;712.6326927657419;36382,14;2021.0
292;2021-11;1;32.0;RJ;20436.553321013776;0.0;0.0;563.558429565888;44039,59;2018.0
293;2021-12;0;63.0;SP;2150.0;10719.601467338387;0.0;902.0;45527,47;2020.0
294;2021-11;0;22.0;SP;14023.450961476012;118.85;0.0;909.1962148885561;43015,26;2020.0
295;2021-11;0;39.0;SP;1700.0;1802.01;38062.70005222959;898.926018515705;48672,61;2021.0
296;2021-11;0;49.0;SP;4000.0;3271.81;22630.20440489661;919.2671299558949;37768,92;2021.0
297;2021-11;0;53.0;MG;12247.34738214745;6483.855545096162;0.0;900.8357019151753;42831,75;2021.0
298;2021-10;0;33.0;SP;7407.443028028753;18865.58482366322;0.0;718.9999999999999;33883,43;2021.0
299;2021-12;1;39.0;MG;4600.0;371.79;0.0;521.0;33657,95;2020.0
300;2021-11;1;59.0;RJ;3010.081799414992;3186.4008370090155;0.0;539.296382981418;48281,98;2020.0
301;2021-12;1;62.0;RJ;16742.592095465763;0.0;28013.26601268747;575.9999999999999;41670,05;2021.0
302;2021-10;0;48.0;MG;9518.52524154005;29595.492969903695;0.0;973.774123001748;34660,47;2021.0
303;2021-12;0;46.0;PR;14304.946641087274;16657.93;0.0;806.9999999999999;50609,84;2020.0
304;2021-11;1;55.0;SP;5195.493799325383;2456.5983751085046;0.0;851.4867338724315;42472,40;2020.0
305;2021-12;0;66.0;MG;1850.0;6247.202746685942;0.0;925.2931540387467;43011,62;2021.0
306;2021-12;0;51.0;SP;2350.0;3185.75;21749.395108570112;737.2060571959883;33893,13;2020.0
307;2021-10;0;56.0;MG;10711.888883041542;10890.078868015695;37970.0890883837;678.5795942764755;33837,47;2021.0
308;2021-10;0;46.0;SC;4389.686621788647;0.0;0.0;417.0;32595,43;2020.0
309;2021-10;0;43.0;SP;10123.836231701465;7073.23;0.0;859.0;29070,43;2021.0
310;2021-11;0;32.0;SP;15307.374989322136;16200.045102377739;0.0;712.0;44273,16;2020.0
311;2021-11;0;61.0;RJ;4250.0;25880.85987953158;0.0;731.0;48750,31;2020.0
312;2021-11;0;38.0;SP;2200.0;9806.087459739143;0.0;857.0;36746,97;2020.0
313;2021-11;1;48.0;PR;8143.3926964600305;23284.929426008268;37112.7279878328;281.9208235739062;33290,66;2020.0
314;2021-11;0;39.0;SP;15401.97641916707;6436.006719239946;210483.82989743951;956.0976567094465;33752,47;2020.0
315;2021-12;0;30.0;SP;10212.233230346821;4.11;0.0;681.1131365512686;37542,39;2017.0
316;2021-12;0;47.0;CE;6350.0;65086.96187955837;68700.7900146993;816.9068581576062;44577,52;2019.0
317;2021-11;0;43.0;MG;4667.166329764633;16430.794256560657;49032.12484645641;690.9999999999999;44005,10;2017.0
318;2021-11;0;39.0;RJ;24925.24016994482;29005.182724118044;0.0;957.0000000000001;39857,16;2021.0
319;2021-12;1;67.0;RJ;35479.898734349714;26176.038257937864;0.0;873.0000000000001;37722,40;2020.0
320;2021-10;1;45.0;SP;9646.85704643961;4148.4442430186855;44249.101628484794;750.9624605590512;36519,45;2020.0
321;2021-11;0;25.0;SC;5230.3499564833555;702.7262896641847;0.0;678.0;36342,58;2021.0
322;2021-12;1;32.0;PR;1550.0;;;837.3272444531192;51740,98;2020.0
323;2021-11;1;41.0;SP;5300.0;11801.466526648082;0.0;575.0;40519,39;2020.0
324;2021-11;0;35.0;CE;4900.0;19709.334480692218;0.0;668.0;37877,77;2016.0
325;2021-11;0;50.0;SP;14030.49510115973;5138.74;0.0;962.7596836688599;49767,39;2020.0
326;2021-11;0;41.0;PR;15274.938917873926;10805.364751492705;0.0;738.2614697864026;48092,17;2021.0
327;2021-11;1;59.0;RJ;8592.948117965043;6466.63216163642;0.0;693.7917486256105;33763,03;2020.0
328;2021-12;0;52.0;RJ;13173.602403853874;8738.23;0.0;700.0;56656,47;2020.0
329;2021-12;1;63.0;CE;1450.0;1101.95;0.0;857.0;29509,98;2021.0
330;2021-10;0;29.0;SP;6216.620411656973;9938.408845766584;0.0;565.9999999999998;33108,34;2020.0
331;2021-12;0;69.0;RJ;2481.3689593736717;3588.9222341478658;0.0;985.0480603167226;26178,29;2020.0
332;2021-12;0;48.0;SP;26543.339871202632;14564.293687976035;0.0;773.7682715229291;38222,52;2020.0
333;2021-12;0;51.0;PR;24137.143084228206;3918.7375534628677;0.0;795.0;35128,73;2021.0
334;2021-11;0;23.0;PR;1350.0;8190.225852808524;0.0;791.3067780028905;41839,53;2018.0
335;2021-10;1;41.0;SP;57650.0;157183.32634140807;148957.2686667557;908.0;44708,67;2021.0
336;2021-11;0;47.0;SP;3400.0;761.1241059261735;35622.29064609554;811.4924975667475;48859,68;2021.0
337;2021-11;0;75.0;RJ;9252.688981272193;14085.432206772815;0.0;634.062642522887;42402,18;2020.0
338;2021-10;0;47.0;SP;11566.075949905082;38632.33;0.0;978.9561573951244;62266,02;2013.0
6543;2021-12;1;53.0;PR;1351.3930506217062;0.0;0.0;805.377003538732;29624,79;2021.0
340;2021-11;0;45.0;PR;2700.0;8776.738821114632;29784.957812001638;833.2681789005942;47923,86;2017.0
341;2021-12;0;65.0;SP;15153.730693317195;777.81;26762.539135770727;820.9567403152395;33901,81;2021.0
342;2021-12;0;28.0;PR;5218.019657405623;0.0;32715.938275455028;947.515999220832;38352,11;2021.0
343;2021-12;0;36.0;SP;10966.153762926473;33726.31129531434;39449.71929641949;745.0;46998,30;2021.0
344;2021-12;1;64.0;MG;3622.823013418216;2539.2885569741366;0.0;953.9335380054607;16108,13;2020.0
23;2021-12;1;33.0;SP;7302.746394569413;1370.5812096786135;0.0;841.7384368713178;34688,18;2020.0
3086;2021-12;1;31.0;SP;5939.437216067348;0.0;0.0;911.6673564364035;46099,97;2020.0
347;2021-11;1;49.0;CE;900.0;11825.2448773362;0.0;824.6563291764264;44814,66;2021.0
348;2021-11;0;32.0;SP;1450.0;2737.199166894513;1205.75;455.9999999999999;50270,25;2017.0
349;2021-10;0;52.0;RJ;8663.612135022802;5087.647297019896;0.0;446.0;36420,37;2020.0
350;2021-10;0;44.0;SP;3500.0;0.0;14077.963553027981;640.9999999999999;35464,16;2020.0
351;2021-12;1;25.0;CE;4841.702651942951;8959.52449065624;0.0;807.0;44216,41;2013.0
352;2021-12;0;21.0;SC;2000.0;9902.838093985842;0.0;408.0;59608,37;2020.0
353;2021-11;0;61.0;SP;2700.0;1727.68;0.0;763.0;45919,57;2020.0
354;2021-10;0;55.0;SP;2300.0;2529.09;0.0;739.9999999999999;50147,58;2021.0
355;2021-12;0;37.0;SP;2250.0;12842.833573729034;0.0;668.0000000000002;44116,64;2021.0
356;2021-10;0;58.0;SP;21962.100269105977;7258.562305348653;0.0;617.9999999999999;28266,91;2020.0
357;2021-12;0;54.0;PR;2289.79528474883;3012.2144938345805;0.0;993.7974856992706;35252,18;2020.0
358;2021-12;0;29.0;SP;1600.0;2726.6411780724916;0.0;822.8258783682888;44726,53;2021.0
359;2021-10;0;28.0;PR;6319.126190675307;0.0;0.0;948.680854007142;58877,88;2015.0
360;2021-12;0;48.0;SC;5811.644747888979;3971.24;0.0;829.4378609275084;27461,31;2018.0
361;2021-11;0;29.0;SP;2950.0;5835.91;0.0;902.450807256383;34407,25;2020.0
362;2021-11;0;40.0;SP;10104.103159074446;106.26;0.0;626.0;35245,71;2021.0
363;2021-10;0;39.0;MG;1877.732772443086;1617.1492916655454;0.0;602.9999999999999;30177,69;2020.0
2289;2021-11;1;35.0;SP;1600.0;402.01;0.0;804.7483845894644;44966,27;2021.0
365;2021-11;1;23.0;SP;1200.0;800.0;0.0;834.6138944388873;26816,71;2020.0
366;2021-12;0;47.0;MG;1800.0;35023.626159070984;1540.31;859.3230859231396;40869,80;2020.0
367;2021-11;0;42.0;SP;2450.0;5386.6835604049365;0.0;636.9337020689569;45425,22;2020.0
368;2021-11;1;36.0;SC;15847.999948944736;8680.748386204243;35057.91878563663;705.4251242587354;38518,62;2017.0
369;2021-11;0;27.0;SP;2100.0;1119.37;0.0;947.042835196527;31648,94;2020.0
370;2021-11;0;61.0;SP;1650.0;620.0;0.0;916.9133510735189;38324,52;2020.0
371;2021-12;0;45.0;PR;4000.0;1150.0;35452.22819698963;804.0000000000001;35723,95;2017.0
372;2021-12;0;52.0;RJ;8820.303278945987;6185.516225296212;0.0;666.3151377058534;21763,66;2021.0
373;2021-11;1;36.0;PR;18008.612270768346;12.03;0.0;410.0;50755,78;2020.0
374;2021-10;0;37.0;MG;12850.477184804618;5120.78;0.0;747.738246222855;47945,85;2021.0
375;2021-12;1;40.0;CE;2596.1267623546137;2138.5553874892767;0.0;537.3907938617785;32626,96;2020.0
376;2021-12;0;38.0;CE;26243.396073347085;300.0;0.0;960.7757124585507;39686,19;2020.0
377;2021-11;0;56.0;PR;5650.0;15724.314469363862;0.0;747.0;40965,24;2020.0
378;2021-12;1;49.0;SP;2950.0;6750.4248688722955;0.0;879.142053902746;43309,36;2020.0
379;2021-10;1;25.0;CE;21500.498475574306;4878.106914254505;0.0;613.8238006831921;39470,93;2020.0
380;2021-11;0;33.0;CE;2000.0;17981.531065723866;0.0;938.8351763346229;41842,32;2020.0
381;2021-10;0;26.0;SP;1200.0;398.0;0.0;479.0000000000001;34144,36;2021.0
382;2021-10;0;62.0;PR;3400.0;3599.9381026191413;0.0;898.4559251590056;35193,52;2021.0
383;2021-11;1;36.0;SC;1400.0;16764.076137605392;19657.97681765452;572.0000000000002;nan;
384;2021-12;0;29.0;CE;6167.05530503183;23767.230867907605;0.0;653.0;42045,85;2021.0
385;2021-12;0;34.0;RJ;13962.94820223494;0.0;23976.85128801503;957.6082050957336;48640,45;2021.0
386;2021-11;0;24.0;SP;5337.396875314656;18753.99280948818;0.0;600.0;42847,18;2020.0
387;2021-12;1;35.0;RJ;7337.6685771449975;9168.57507852181;0.0;604.6892009354035;38972,82;2020.0
388;2021-12;1;68.0;CE;1050.0;4072.9709379188134;0.0;898.7819325552005;38545,39;2021.0
389;2021-11;0;28.0;SC;1650.0;0.0;0.0;900.0264741534878;35203,02;2019.0
390;2021-12;0;38.0;SP;6397.583363835871;10228.36652991126;0.0;948.0;39541,25;2021.0
391;2021-11;0;56.0;RJ;2600.0;14646.71;0.0;685.6151741914307;45356,93;2020.0
392;2021-11;0;68.0;SP;3350.0;28158.240672130378;0.0;780.0;42149,64;2021.0
393;2021-11;1;57.0;RJ;2100.0;7644.375151790925;0.0;643.1194961507721;40552,10;2020.0
394;2021-12;0;61.0;SP;7176.039199488641;11998.813223402156;0.0;935.2981062820854;36132,03;2021.0
395;2021-10;0;45.0;MG;7000.0;31519.79912982248;0.0;835.6465929449857;44076,46;2020.0
396;2021-12;0;30.0;SP;11313.01253819695;37164.3118766697;0.0;623.9999999999999;36858,78;2020.0
397;2021-12;1;27.0;SP;13294.68605302578;1464.0;0.0;657.0;39050,57;2020.0
398;2021-12;0;25.0;MG;1800.0;12070.195182479272;0.0;548.0000000000001;22496,64;2020.0
399;2021-10;0;64.0;RJ;13118.349630599574;21253.632309404114;0.0;858.2725133026522;38332,30;2020.0
389;2021-12;0;31.0;SC;1650.0;0.0;0.0;655.7749579478266;47646,94;2019.0
401;2021-12;0;24.0;MG;2859.670040208937;2523.04;0.0;618.8687574833584;43372,42;2021.0
402;2021-10;0;68.0;PR;2700.0;1310.19;6485.172911106313;885.9999999999999;41067,01;2020.0
403;2021-11;1;56.0;CE;10399.090575583003;0.0;0.0;997.4297561046608;39703,55;2020.0
404;2021-12;1;54.0;SP;9546.094921516695;19859.039278899643;0.0;615.0;49175,41;2020.0
405;2021-10;0;42.0;SP;2400.0;5074.723194556356;44399.041557442506;855.4022077327515;46875,96;2014.0
406;2021-12;0;58.0;CE;3700.0;10013.09;0.0;740.0000000000001;38062,10;2020.0
407;2021-11;0;27.0;PR;1850.0;623.79;0.0;739.9339881254602;42034,37;2020.0
408;2021-10;1;23.0;SP;13818.631966062356;6811.8201198601;0.0;880.9554793837071;42227,68;2020.0
409;2021-10;0;28.0;SP;2400.0;2892.52;0.0;798.9878174153268;44760,58;2020.0
410;2021-11;0;26.0;SP;3250.0;2180.0720144255906;24555.3307976286;910.2099307962111;38599,58;2020.0
411;2021-11;0;41.0;SP;7502.875178755892;11715.15364667635;0.0;747.0000000000002;17506,62;2020.0
412;2021-12;0;34.0;MG;7673.124815365818;21863.179455641934;0.0;706.882986584888;39342,00;2021.0
413;2021-11;0;35.0;PR;7459.034634320584;34563.68187307008;0.0;897.8979341640629;38615,29;2020.0
414;2021-11;1;55.0;SP;1850.0;0.0;16635.767703077403;422.0;41434,46;2020.0
415;2021-10;0;40.0;PR;15530.92189451695;5193.92;0.0;703.0000000000001;26859,31;2021.0
416;2021-12;0;56.0;RJ;12311.378304800477;14786.651424324235;7469.405635803167;686.3418347217585;31004,16;2021.0
417;2021-11;1;;MG;1950.0;722.4865281843149;0.0;413.0;26066,61;2020.0
1841;2021-12;1;61.0;MG;4250.0;1778.55;0.0;991.1747333101994;41249,91;2021.0
419;2021-12;1;43.0;MG;1700.0;0.0;0.0;774.9491885451375;38362,47;2020.0
420;2021-10;1;36.0;MG;2250.0;5716.61;0.0;602.109702503406;42251,51;2020.0
421;2021-12;0;33.0;SP;14956.721562738669;2738.644241001946;0.0;742.9318908961664;41726,62;2020.0
422;2021-10;0;62.0;SP;1350.0;0.0;0.0;471.0;29734,30;2020.0
423;2021-11;0;64.0;SP;6550.0;4199.564881368005;0.0;902.0000000000002;39169,90;2020.0
424;2021-12;1;37.0;RJ;1250.0;6712.1238824026605;0.0;475.0000000000001;39191,66;2020.0
425;2021-12;1;49.0;SP;13345.084123973314;2262.7;7547.57;778.0088989447104;34219,27;2020.0
426;2021-12;1;28.0;RJ;1900.0;2603.7654484154746;0.0;786.7240823226495;50226,69;2021.0
427;2021-10;0;34.0;SP;7394.211666334813;5679.6054241659;0.0;817.7229492589485;37671,70;2020.0
428;2021-10;0;23.0;PR;1150.0;0.0;0.0;504.0000000000001;55193,88;2021.0
429;2021-11;0;27.0;MG;2786.4592317499073;6423.563072209838;16565.407846721842;823.0;37639,29;2021.0
430;2021-11;0;52.0;PR;5674.1037248230095;3733.0754838032035;0.0;998.8180459618204;29948,56;2021.0
431;2021-10;0;51.0;SP;9260.969104975135;11922.657939417026;0.0;676.0;41587,76;2021.0
432;2021-12;0;26.0;MG;1100.0;1494.576044408247;0.0;587.5392131808605;32263,25;2021.0
433;2021-12;0;60.0;RJ;13016.566673313044;25.82;0.0;692.7980982839752;38402,66;2015.0
434;2021-10;1;64.0;RJ;4325.729082519528;0.0;0.0;784.8406868665165;33676,66;2020.0
435;2021-11;0;40.0;PR;1100.0;300.14;0.0;358.0;31444,21;2021.0
436;2021-12;0;;SC;1200.0;3688.900984049317;0.0;756.2548842388114;30156,14;2020.0
437;2021-12;0;76.0;PR;3939.2925645505597;15764.25425044806;0.0;883.9999999999999;48909,33;2021.0
438;2021-10;0;68.0;MG;1750.0;15993.149082072996;0.0;830.0;50225,20;2020.0
439;2021-12;1;45.0;SP;3915.2176346008164;5651.123282986785;0.0;940.8341336344681;38448,15;2021.0
440;2021-12;0;41.0;MG;1500.0;20680.46154814919;0.0;955.9591910880999;39388,96;2021.0
441;2021-10;0;27.0;SP;7626.444991258096;4861.227870504587;0.0;981.0268522619189;45080,85;2021.0
442;2021-11;0;33.0;PR;2200.0;4107.006327790436;0.0;558.0;55960,08;2021.0
443;2021-10;0;33.0;SC;3750.0;508.1;0.0;522.9999999999999;67800,54;2014.0
444;2021-12;0;42.0;SP;4549.164252407949;1000.0;42427.18421456727;624.873319214998;38448,68;2017.0
445;2021-11;0;45.0;SP;6297.411794683868;3753.42;0.0;878.2900553220828;46501,84;2020.0
446;2021-10;0;31.0;SP;5597.158084907627;2961.1216520486196;0.0;678.0;36953,45;2020.0
447;2021-10;0;50.0;SC;20151.944041987488;25574.48341326315;0.0;733.0;49725,99;2017.0
448;2021-11;0;52.0;MG;30761.559771059972;4.29;117503.80301478822;629.9999999999999;46235,31;2021.0
449;2021-11;1;37.0;CE;1050.0;0.0;0.0;890.455239949968;30925,51;2020.0
450;2021-10;0;38.0;SP;16174.686376428892;1615.34;0.0;921.0;36725,61;2020.0
451;2021-11;0;36.0;MG;1350.0;4136.014072757534;0.0;925.0000000000002;39255,81;2020.0
452;2021-12;1;49.0;SP;5700.0;99469.96799649003;0.0;756.2081967362554;28464,22;2021.0
453;2021-11;1;24.0;SP;3671.465746396685;0.0;0.0;988.776657644964;42290,83;2020.0
454;2021-12;0;56.0;PR;3800.0;11541.833033333784;0.0;724.0000000000001;36932,61;2021.0
455;2021-12;0;30.0;SC;3300.0;4300.0;0.0;926.336464631897;41793,89;2021.0
456;2021-10;0;32.0;RJ;9510.755813079213;17162.038418519536;0.0;384.0;46708,62;2020.0
457;2021-12;0;26.0;RJ;7511.359227398509;15515.864570058551;0.0;637.0;40414,34;2018.0
458;2021-11;0;35.0;SP;7524.899195315362;6862.687966808601;0.0;618.0;27510,39;2021.0
459;2021-10;0;68.0;SC;12445.327785087375;19044.460536199393;54878.78300581436;950.0;46872,33;2020.0
460;2021-12;0;53.0;RJ;21530.783267520812;170.88;0.0;914.242017409623;46946,93;2021.0
461;2021-12;0;49.0;PR;12413.298830545991;296.24;41731.7705729436;661.0;44885,57;2021.0
462;2021-10;0;22.0;SP;1400.0;0.0;0.0;706.4926278281711;40420,69;2021.0
463;2021-11;1;30.0;SP;9180.203739860874;0.0;30740.913291266195;440.3578490020989;43162,50;2020.0
2781;2021-11;0;26.0;SP;1750.0;5991.383556121538;0.0;764.7170534555257;36036,40;2020.0
465;2021-11;1;52.0;SP;9418.414947818186;1654.7395814824515;0.0;918.6276657214436;40100,67;2020.0
466;2021-12;0;65.0;RJ;4900.0;7278.35624900909;57784.167535126915;617.9999999999999;47621,40;2020.0
467;2021-11;0;23.0;SC;3380.640231854362;10359.756574962432;0.0;782.002736474265;40488,06;2020.0
468;2021-12;0;45.0;RJ;14037.845805765277;47018.057384597785;40261.685093686756;972.0;38371,63;2020.0
469;2021-11;0;44.0;RJ;10412.05354657618;0.0;0.0;651.9839790646736;43379,42;2020.0
470;2021-12;0;51.0;RJ;2300.0;0.0;25140.948550765646;532.5446787000581;46414,69;2017.0
471;2021-11;1;32.0;SP;9989.593302550913;2250.98;0.0;987.4164023667369;37966,88;2021.0
472;2021-11;0;42.0;CE;1800.0;1483.0;0.0;781.6738607636482;42532,21;2021.0
473;2021-12;1;31.0;SP;10258.894472756094;0.0;0.0;705.6262173335065;36429,55;2020.0
474;2021-11;0;37.0;SP;2250.0;632.32;0.0;976.5992022690045;37443,67;2021.0
475;2021-10;0;27.0;SP;20160.345307020463;2052.51;0.0;827.4809443999478;25574,57;2020.0
476;2021-10;0;37.0;SP;8850.0;8842.632067003284;5896.122222571979;704.9999999999998;38767,20;2021.0
477;2021-11;0;33.0;SP;20385.622352136004;150.0;34644.57800842491;874.9691061393911;36414,54;2021.0
478;2021-10;1;49.0;SP;1750.0;13385.136537663213;0.0;512.0;45205,07;2020.0
479;2021-10;0;53.0;PR;1300.0;8752.203572872326;0.0;866.0000000000001;44700,87;2020.0
480;2021-11;0;46.0;PR;24422.663064176926;12854.809568451547;0.0;545.9999999999999;44379,51;2021.0
481;2021-11;1;37.0;RJ;9201.077748282876;2120.0;0.0;537.5884833278051;56441,85;2016.0
482;2021-12;1;32.0;PR;21006.449892618297;1.69;54671.43983316476;780.0;42912,80;2021.0
483;2021-12;0;47.0;RJ;2250.0;526.85;0.0;680.0;41743,95;2021.0
484;2021-12;0;65.0;SP;7804.783964175824;6264.263415569494;0.0;520.9999999999999;43081,44;2021.0
485;2021-12;1;46.0;SP;5200.0;31097.21020771838;51447.06081091934;958.9461252597598;30556,04;2017.0
486;2021-11;0;39.0;SP;2850.0;8587.286532838183;0.0;449.9999999999998;44138,88;2020.0
487;2021-12;0;62.0;PR;1450.0;5355.9453669503755;21682.88445660772;644.9999999999999;33643,20;2020.0
488;2021-11;0;24.0;SP;3977.523888825906;;;568.3637099048187;33586,32;2020.0
489;2021-12;0;29.0;SP;22582.5700728964;1190.0;0.0;406.64535014559567;37119,99;2021.0
490;2021-10;0;38.0;SC;5164.522897083753;20184.16409699337;0.0;887.3881886570244;33752,85;2021.0
491;2021-11;0;46.0;PR;8298.957187831369;3940.82;0.0;888.0000000000001;35923,48;2020.0
492;2021-11;1;30.0;SP;2603.288707553944;8882.501289020722;0.0;800.7773207681702;35710,79;2021.0
493;2021-12;0;51.0;CE;2050.0;2680.0;0.0;967.4090977929544;32726,29;2020.0
3099;2021-12;1;24.0;MG;10700.008581821432;5197.974633151571;0.0;804.7437549579661;36003,12;2017.0
495;2021-10;1;67.0;SP;7480.334012484394;9906.766692952062;0.0;716.9861121425112;47778,29;2020.0
496;2021-10;0;30.0;SP;5173.019815700687;9901.957341130797;0.0;825.1424392041291;38125,14;2021.0
497;2021-10;0;46.0;MG;5750.0;200.0;65903.57684346748;447.0;31677,03;2020.0
498;2021-12;0;46.0;SP;5050.0;5646.58;0.0;927.8255826375372;43796,69;2021.0
499;2021-10;1;34.0;MG;7761.543237035089;330.0;0.0;474.9999999999999;36408,21;2020.0
500;2021-10;0;57.0;PR;1850.0;6075.26;0.0;773.7444995260284;47359,62;2020.0
501;2021-10;0;38.0;CE;3900.0;164.25;0.0;979.5773052661878;48082,64;2020.0
502;2021-11;0;67.0;CE;5250.0;27389.190237462273;34839.07344039894;857.0;31046,28;2020.0
503;2021-11;0;60.0;CE;6174.397783543123;17252.427453670076;0.0;572.0;40609,64;2021.0
504;2021-12;1;45.0;SC;10183.00700073273;15501.66583011254;0.0;829.8514703174943;28176,75;2020.0
505;2021-10;0;42.0;SC;3350.0;3200.0;25107.78237954579;857.1371592977868;80914,48;2017.0
506;2021-11;0;32.0;SP;14489.858108864453;;;637.318672428366;46747,34;2020.0
507;2021-10;1;30.0;SP;2050.0;15740.849648251207;0.0;484.0000000000001;36515,02;2021.0
508;2021-11;0;31.0;SC;1750.0;5748.538172640423;22746.66823558455;946.1913329355071;44249,91;2021.0
509;2021-10;0;47.0;MG;11794.276999451302;983.0;18941.35871391313;862.2816386155506;49599,06;2021.0
510;2021-11;0;57.0;MG;15822.290617878029;2406.59;26994.15;773.0;45754,27;2020.0
511;2021-12;1;36.0;RJ;1450.0;1141.2822645547383;0.0;982.2899297024072;36213,07;2021.0
512;2021-11;0;42.0;SP;1800.0;1452.6639055724604;0.0;533.0;39016,67;2018.0
513;2021-11;0;66.0;SP;2948.2377744518635;0.0;0.0;700.0000000000001;32529,35;2021.0
514;2021-10;1;25.0;PR;1900.0;25165.328111358576;0.0;488.0000000000001;38084,79;2020.0
515;2021-12;0;37.0;PR;5364.545278389531;1788.229353263762;0.0;988.3851029350676;40410,78;2020.0
516;2021-11;1;31.0;SP;3400.0;11190.066809883416;59950.77431543532;780.0933817791923;47996,13;2020.0
517;2021-11;0;42.0;CE;4138.835358582186;15447.99316436327;0.0;904.5824776059403;22648,83;2020.0
